store_id,store_name,product_category,date,unit_sales,dollar_sales,store_zip,promotion_flag,price_per_unit,day_of_week,is_weekend,sale_size
LA007,Store_7,Produce,2024-09-15,42.0,355.6,unknown,False,8.47,Sunday,True,large
LA006,Store_6,Snacks,2024-09-06,47.0,556.38,90001,True,11.84,Friday,False,large
LA009,Store_9,Beverages,2024-09-02,43.0,123.55,unknown,True,2.87,Monday,False,medium
LA003,Store_3,Snacks,2024-09-01,33.0,336.87,90004,True,10.21,Sunday,True,large
LA008,Store_8,Beverages,2024-09-01,35.0,417.54,90003,True,11.93,Sunday,True,large
LA006,Store_6,Personal Care,2024-09-09,6.0,52.29,90003,False,8.72,Monday,False,medium
LA001,Store_1,Produce,2024-09-07,10.0,155.41,90005,False,15.54,Saturday,True,large
LA006,Store_6,Beverages,2024-09-02,28.0,173.0,90004,True,6.18,Monday,False,large
LA006,Store_6,Household,2024-09-01,29.0,314.1,90005,False,10.83,Sunday,True,large
LA007,Store_7,Produce,2024-09-03,19.0,310.93,unknown,True,16.36,Tuesday,False,large
LA002,Store_2,Beverages,2024-09-05,12.0,117.09,90005,False,9.76,Thursday,False,medium
LA007,Store_7,Personal Care,2024-09-09,20.0,214.32,90004,True,10.72,Monday,False,large
LA006,Store_6,Household,2024-09-15,28.0,467.0,90004,True,16.68,Sunday,True,large
LA006,Store_6,Personal Care,2024-09-06,21.0,152.17,90003,False,7.25,Friday,False,large
LA007,Store_7,Beverages,2024-09-12,37.0,207.07,90004,True,5.6,Thursday,False,large
LA004,Store_4,Household,2024-09-15,45.0,146.02,90003,False,3.24,Sunday,True,medium
LA010,Store_10,Produce,2024-09-02,42.0,596.17,90001,False,14.19,Monday,False,large
LA001,Store_1,Household,2024-09-04,15.0,167.88,90005,True,11.19,Wednesday,False,large
LA009,Store_9,Household,2024-09-05,2.0,21.38,unknown,False,10.69,Thursday,False,small
LA003,Store_3,Household,2024-09-12,22.0,224.31,unknown,True,10.2,Thursday,False,large
LA008,Store_8,Beverages,2024-09-11,20.0,56.09,90002,True,2.8,Wednesday,False,medium
LA004,Store_4,Beverages,2024-09-09,37.0,141.77,unknown,True,3.83,Monday,False,medium
LA008,Store_8,Beverages,2024-09-06,37.0,94.55,90002,True,2.56,Friday,False,medium
LA001,Store_1,Household,2024-09-15,23.0,402.95,90002,True,17.52,Sunday,True,large
LA003,Store_3,Snacks,2024-09-08,46.0,358.7,90005,True,7.8,Sunday,True,large
LA003,Store_3,Personal Care,2024-09-02,41.0,307.47,90002,True,7.5,Monday,False,large
LA008,Store_8,Snacks,2024-09-03,38.0,230.71,90004,False,6.07,Tuesday,False,large
LA007,Store_7,Personal Care,2024-09-12,21.0,341.03,90005,True,16.24,Thursday,False,large
LA010,Store_10,Beverages,2024-09-10,43.0,763.89,90003,True,17.76,Tuesday,False,large
LA005,Store_5,Produce,2024-09-03,14.0,273.53,unknown,True,19.54,Tuesday,False,large
LA002,Store_2,Personal Care,2024-09-10,47.0,900.6,90004,True,19.16,Tuesday,False,large
LA008,Store_8,Produce,2024-09-12,34.0,547.19,90003,False,16.09,Thursday,False,large
LA006,Store_6,Snacks,2024-09-13,12.0,225.13,90004,True,18.76,Friday,False,large
LA004,Store_4,Snacks,2024-09-11,27.0,499.11,90005,False,18.49,Wednesday,False,large
LA001,Store_1,Snacks,2024-09-06,34.0,668.63,90003,False,19.67,Friday,False,large
LA006,Store_6,Produce,2024-09-03,30.0,64.3,90002,True,2.14,Tuesday,False,medium
LA008,Store_8,Produce,2024-09-12,32.0,638.73,90002,True,19.96,Thursday,False,large
LA006,Store_6,Household,2024-09-15,15.0,50.17,90001,True,3.34,Sunday,True,medium
LA003,Store_3,Personal Care,2024-09-15,21.0,195.66,90003,False,9.32,Sunday,True,large
LA002,Store_2,Snacks,2024-09-03,44.0,328.94,unknown,True,7.48,Tuesday,False,large
LA004,Store_4,Personal Care,2024-09-12,33.0,95.08,90004,False,2.88,Thursday,False,medium
LA003,Store_3,Personal Care,2024-09-07,24.0,344.48,90001,True,14.35,Saturday,True,large
LA002,Store_2,Personal Care,2024-09-07,9.0,32.9,90005,False,3.66,Saturday,True,small
LA001,Store_1,Household,2024-09-03,25.0,111.76,90005,True,4.47,Tuesday,False,medium
LA001,Store_1,Household,2024-09-13,31.0,365.84,90003,False,11.8,Friday,False,large
LA003,Store_3,Household,2024-09-01,39.0,231.75,90005,False,5.94,Sunday,True,large
LA004,Store_4,Beverages,2024-09-06,16.0,221.18,90002,False,13.82,Friday,False,large
LA001,Store_1,Produce,2024-09-11,13.0,214.71,90003,False,16.52,Wednesday,False,large
LA001,Store_1,Snacks,2024-09-01,38.0,558.01,90001,True,14.68,Sunday,True,large
LA005,Store_5,Snacks,2024-09-05,47.0,95.52,90002,False,2.03,Thursday,False,medium
LA010,Store_10,Produce,2024-09-11,15.0,202.7,90002,True,13.51,Wednesday,False,large
LA006,Store_6,Snacks,2024-09-11,41.0,735.37,90003,True,17.94,Wednesday,False,large
LA008,Store_8,Household,2024-09-01,14.0,90.88,90001,True,6.49,Sunday,True,medium
LA007,Store_7,Personal Care,2024-09-15,11.0,197.14,90004,False,17.92,Sunday,True,large
LA006,Store_6,Personal Care,2024-09-06,11.0,166.93,unknown,True,15.18,Friday,False,large
LA001,Store_1,Snacks,2024-09-14,39.0,702.61,90004,True,18.02,Saturday,True,large
LA003,Store_3,Household,2024-09-02,1.0,9.7,90001,False,9.7,Monday,False,small
LA001,Store_1,Snacks,2024-09-07,41.0,297.36,90004,True,7.25,Saturday,True,large
LA001,Store_1,Personal Care,2024-09-09,30.0,202.24,90001,False,6.74,Monday,False,large
LA009,Store_9,Beverages,2024-09-15,45.0,594.68,90005,False,13.22,Sunday,True,large
LA007,Store_7,Personal Care,2024-09-02,22.0,317.44,90001,True,14.43,Monday,False,large
LA003,Store_3,Personal Care,2024-09-10,50.0,843.24,90004,False,16.86,Tuesday,False,large
LA009,Store_9,Snacks,2024-09-13,50.0,866.17,90001,True,17.32,Friday,False,large
LA004,Store_4,Personal Care,2024-09-02,4.0,74.1,unknown,True,18.52,Monday,False,medium
LA006,Store_6,Household,2024-09-06,48.0,813.87,90005,True,16.96,Friday,False,large
LA005,Store_5,Personal Care,2024-09-14,23.0,236.03,90004,True,10.26,Saturday,True,large
LA010,Store_10,Beverages,2024-09-04,33.0,659.66,unknown,False,19.99,Wednesday,False,large
LA005,Store_5,Snacks,2024-09-07,34.0,536.47,unknown,True,15.78,Saturday,True,large
LA006,Store_6,Household,2024-09-12,38.0,277.13,90005,True,7.29,Thursday,False,large
LA003,Store_3,Household,2024-09-07,27.0,533.78,90001,False,19.77,Saturday,True,large
LA008,Store_8,Snacks,2024-09-11,21.0,281.84,90005,True,13.42,Wednesday,False,large
LA009,Store_9,Household,2024-09-07,26.0,18.06,90002,True,0.69,Saturday,True,small
LA006,Store_6,Snacks,2024-09-10,7.0,62.33,90003,False,8.9,Tuesday,False,medium
LA009,Store_9,Personal Care,2024-09-09,45.0,214.03,90003,True,4.76,Monday,False,large
LA008,Store_8,Produce,2024-09-07,13.0,208.04,90005,True,16.0,Saturday,True,large
LA008,Store_8,Household,2024-09-10,30.0,87.04,unknown,True,2.9,Tuesday,False,medium
LA006,Store_6,Beverages,2024-09-14,7.0,121.26,90003,True,17.32,Saturday,True,medium
LA008,Store_8,Personal Care,2024-09-09,45.0,779.04,unknown,False,17.31,Monday,False,large
LA001,Store_1,Household,2024-09-03,42.0,321.56,90005,True,7.66,Tuesday,False,large
LA010,Store_10,Personal Care,2024-09-04,43.0,648.43,90005,False,15.08,Wednesday,False,large
LA010,Store_10,Beverages,2024-09-02,42.0,790.38,90004,False,18.82,Monday,False,large
LA006,Store_6,Household,2024-09-08,18.0,52.31,90001,True,2.91,Sunday,True,medium
LA008,Store_8,Produce,2024-09-15,29.0,103.95,unknown,False,3.58,Sunday,True,medium
LA001,Store_1,Personal Care,2024-09-04,27.0,71.41,unknown,True,2.64,Wednesday,False,medium
LA008,Store_8,Produce,2024-09-11,50.0,657.78,90001,False,13.16,Wednesday,False,large
LA004,Store_4,Household,2024-09-01,23.0,389.57,90002,False,16.94,Sunday,True,large
LA008,Store_8,Personal Care,2024-09-05,7.0,46.04,90004,True,6.58,Thursday,False,small
LA005,Store_5,Household,2024-09-13,19.0,192.87,90005,True,10.15,Friday,False,large
LA001,Store_1,Snacks,2024-09-13,4.0,56.26,unknown,True,14.06,Friday,False,medium
LA005,Store_5,Beverages,2024-09-05,45.0,725.33,90001,True,16.12,Thursday,False,large
LA004,Store_4,Personal Care,2024-09-10,12.0,236.43,90004,True,19.7,Tuesday,False,large
LA001,Store_1,Household,2024-09-14,36.0,243.23,unknown,True,6.76,Saturday,True,large
LA003,Store_3,Snacks,2024-09-02,21.0,267.62,unknown,False,12.74,Monday,False,large
LA001,Store_1,Household,2024-09-04,29.0,183.46,90001,True,6.33,Wednesday,False,large
LA007,Store_7,Produce,2024-09-09,47.0,333.27,90003,False,7.09,Monday,False,large
LA004,Store_4,Produce,2024-09-11,6.0,114.41,unknown,True,19.07,Wednesday,False,medium
LA002,Store_2,Snacks,2024-09-07,44.0,423.97,unknown,True,9.64,Saturday,True,large
LA007,Store_7,Beverages,2024-09-11,25.0,352.98,90005,True,14.12,Wednesday,False,large
LA008,Store_8,Personal Care,2024-09-13,43.0,109.85,90005,True,2.55,Friday,False,medium
LA002,Store_2,Beverages,2024-09-02,37.0,471.37,90003,True,12.74,Monday,False,large
LA004,Store_4,Produce,2024-09-14,10.0,48.97,unknown,True,4.9,Saturday,True,small
LA002,Store_2,Produce,2024-09-07,32.0,612.09,90005,False,19.13,Saturday,True,large
LA010,Store_10,Household,2024-09-12,28.0,140.99,90004,False,5.04,Thursday,False,medium
LA004,Store_4,Beverages,2024-09-09,47.0,157.79,90005,True,3.36,Monday,False,large
LA006,Store_6,Snacks,2024-09-13,50.0,630.64,90003,False,12.61,Friday,False,large
LA009,Store_9,Snacks,2024-09-01,40.0,572.6,unknown,True,14.32,Sunday,True,large
LA009,Store_9,Personal Care,2024-09-09,15.0,169.42,90005,False,11.29,Monday,False,large
LA010,Store_10,Personal Care,2024-09-06,2.0,12.77,90001,True,6.38,Friday,False,small
LA010,Store_10,Beverages,2024-09-05,11.0,73.14,unknown,True,6.65,Thursday,False,medium
LA010,Store_10,Snacks,2024-09-03,25.0,223.46,unknown,True,8.94,Tuesday,False,large
LA009,Store_9,Personal Care,2024-09-01,42.0,239.3,90005,False,5.7,Sunday,True,large
LA005,Store_5,Produce,2024-09-09,28.0,340.59,90005,False,12.16,Monday,False,large
LA009,Store_9,Household,2024-09-13,36.0,279.5,90001,True,7.76,Friday,False,large
LA001,Store_1,Produce,2024-09-07,19.0,104.6,unknown,True,5.51,Saturday,True,medium
LA001,Store_1,Beverages,2024-09-06,18.0,288.61,90001,False,16.03,Friday,False,large
LA006,Store_6,Produce,2024-09-04,17.0,302.09,90002,False,17.77,Wednesday,False,large
LA006,Store_6,Produce,2024-09-03,12.0,126.94,unknown,False,10.58,Tuesday,False,medium
LA006,Store_6,Beverages,2024-09-05,8.0,148.51,90001,False,18.56,Thursday,False,medium
LA008,Store_8,Produce,2024-09-12,21.0,228.1,90003,False,10.86,Thursday,False,large
LA007,Store_7,Produce,2024-09-08,9.0,26.77,90004,False,2.97,Sunday,True,small
LA003,Store_3,Beverages,2024-09-15,45.0,509.75,90005,False,11.33,Sunday,True,large
LA002,Store_2,Household,2024-09-11,40.0,700.53,90005,True,17.51,Wednesday,False,large
LA006,Store_6,Snacks,2024-09-12,32.0,308.19,90003,False,9.63,Thursday,False,large
LA008,Store_8,Produce,2024-09-06,9.0,176.64,90005,True,19.63,Friday,False,large
LA006,Store_6,Personal Care,2024-09-01,8.0,66.56,90003,True,8.32,Sunday,True,medium
LA006,Store_6,Produce,2024-09-11,32.0,510.25,unknown,False,15.95,Wednesday,False,large
LA002,Store_2,Household,2024-09-06,15.0,114.64,90004,False,7.64,Friday,False,medium
LA005,Store_5,Snacks,2024-09-08,48.0,341.53,unknown,True,7.12,Sunday,True,large
LA003,Store_3,Household,2024-09-12,31.0,279.5,90004,False,9.02,Thursday,False,large
LA005,Store_5,Produce,2024-09-10,18.0,169.78,90005,True,9.43,Tuesday,False,large
LA008,Store_8,Produce,2024-09-09,32.0,172.17,90001,True,5.38,Monday,False,large
LA005,Store_5,Snacks,2024-09-09,46.0,455.01,90003,True,9.89,Monday,False,large
LA007,Store_7,Personal Care,2024-09-10,24.0,248.31,90001,True,10.35,Tuesday,False,large
LA002,Store_2,Personal Care,2024-09-08,21.0,47.7,90001,False,2.27,Sunday,True,small
LA010,Store_10,Beverages,2024-09-11,4.0,33.6,90002,True,8.4,Wednesday,False,small
LA008,Store_8,Produce,2024-09-09,36.0,175.9,90004,True,4.89,Monday,False,large
LA006,Store_6,Beverages,2024-09-04,34.0,471.24,90002,True,13.86,Wednesday,False,large
LA001,Store_1,Snacks,2024-09-12,39.0,581.93,90001,True,14.92,Thursday,False,large
LA004,Store_4,Produce,2024-09-13,48.0,315.53,90003,False,6.57,Friday,False,large
LA010,Store_10,Produce,2024-09-01,9.0,178.93,90003,False,19.88,Sunday,True,large
LA007,Store_7,Beverages,2024-09-03,50.0,400.95,90002,False,8.02,Tuesday,False,large
LA003,Store_3,Produce,2024-09-11,45.0,268.85,90005,True,5.97,Wednesday,False,large
LA010,Store_10,Beverages,2024-09-03,43.0,406.11,90001,False,9.44,Tuesday,False,large
LA005,Store_5,Household,2024-09-06,40.0,671.54,90002,False,16.79,Friday,False,large
LA005,Store_5,Household,2024-09-01,45.0,741.47,90005,False,16.48,Sunday,True,large
LA004,Store_4,Produce,2024-09-07,34.0,527.22,unknown,False,15.51,Saturday,True,large
LA001,Store_1,Produce,2024-09-13,43.0,493.74,90005,False,11.48,Friday,False,large
LA005,Store_5,Personal Care,2024-09-02,42.0,798.55,unknown,True,19.01,Monday,False,large
LA001,Store_1,Produce,2024-09-08,20.0,160.09,90003,False,8.0,Sunday,True,large
LA005,Store_5,Produce,2024-09-08,18.0,299.05,90001,False,16.61,Sunday,True,large
LA009,Store_9,Snacks,2024-09-09,10.0,81.52,unknown,False,8.15,Monday,False,medium
LA009,Store_9,Snacks,2024-09-05,42.0,188.76,90005,True,4.49,Thursday,False,large
LA003,Store_3,Snacks,2024-09-14,42.0,789.37,90001,True,18.79,Saturday,True,large
LA003,Store_3,Snacks,2024-09-11,47.0,118.94,90004,False,2.53,Wednesday,False,medium
LA005,Store_5,Snacks,2024-09-05,7.0,30.57,90005,True,4.37,Thursday,False,small
LA010,Store_10,Produce,2024-09-08,15.0,92.35,90005,True,6.16,Sunday,True,medium
LA006,Store_6,Produce,2024-09-13,48.0,590.15,90001,True,12.29,Friday,False,large
LA004,Store_4,Personal Care,2024-09-10,26.0,465.9,90001,False,17.92,Tuesday,False,large
LA009,Store_9,Personal Care,2024-09-05,27.0,211.2,90002,True,7.82,Thursday,False,large
LA008,Store_8,Household,2024-09-03,21.0,303.47,90004,True,14.45,Tuesday,False,large
LA006,Store_6,Produce,2024-09-03,46.0,410.02,90003,True,8.91,Tuesday,False,large
LA008,Store_8,Snacks,2024-09-10,8.0,145.39,90004,True,18.17,Tuesday,False,medium
LA003,Store_3,Beverages,2024-09-05,42.0,347.86,90003,True,8.28,Thursday,False,large
LA009,Store_9,Personal Care,2024-09-03,47.0,676.6,90005,False,14.4,Tuesday,False,large
LA010,Store_10,Snacks,2024-09-12,40.0,485.1,unknown,False,12.13,Thursday,False,large
LA005,Store_5,Beverages,2024-09-07,8.0,19.45,90004,True,2.43,Saturday,True,small
LA007,Store_7,Household,2024-09-02,23.0,278.01,90001,True,12.09,Monday,False,large
LA005,Store_5,Produce,2024-09-10,36.0,281.9,90005,True,7.83,Tuesday,False,large
LA010,Store_10,Snacks,2024-09-01,13.0,103.34,90001,False,7.95,Sunday,True,medium
LA009,Store_9,Produce,2024-09-10,47.0,667.76,90003,True,14.21,Tuesday,False,large
LA002,Store_2,Household,2024-09-05,2.0,16.21,90004,False,8.1,Thursday,False,small
